Summary,Text
registration information about our services or products we will only use your email address used during registration information . the sending marketing information about the services   products about our address used about our email address .,When sending marketing information about our services or products we will only use your email address used during registration; we will not use other email addresses you may have provided to us for instance in a feedback form to send marketing emails;to notify you about important changes to the Service and Apps.
additional information may be requested for specific promotions such as a user s preferences regarding goods or services choices of music or artists choices or other goods or other similar survey information of music .,Additional Information may be requested for specific Promotions such as a user's preferences regarding goods or services choices of music or artists or other similar survey information.
wireless communications deviceusers that register for gametrailers wireless marketing services acknowledge understand and agree on the information collected the user may also be required to confirm his or her agreement to this privacy policy .,Depending on the Promotion we may also collect an Internet email address or other Information and depending on the Information collected the user may also be required to confirm his or her agreement to this Privacy Policy and the Terms of Use Agreement.We caution that most wireless transmissions are not secured and there is a greater risk of an unknown third party's interception of messages or a user's Personal Information when using a wireless communications device.Users that register for GameTrailers' wireless marketing services acknowledge understand and agree that they will be charged by the user's wireless carrier for all messages sent to the user from GameTrailers.
messaging rates will apply unless noted otherwiseunder no circumstances will the site gametrailers its parent companies or affiliates messaging charges incurred by a user or by a person that has access to a user s wireless device telephone number or email its parent addressaregistration no circumstances .,Standard messaging rates will apply unless noted otherwise.Under no circumstances will the Site GameTrailers its Parent Companies or Affiliates be responsible for any wireless email or text messaging charges incurred by a user or by a person that has access to a user's wireless device telephone number or email address.a.Registration.
optin method in response to print radio television internet or other promotional messages users will be directed to send a specific word or code to gametrailers will mean that the user has freely and affirmatively granted permission to gametrailers to send text messages to him .,Single Opt-in Method:  In response to print radio television Internet or other promotional messages users will be directed to send a specific word or code via a text message to a designated telephone number to register for the service promoted.The user's voluntary submission of the designated word or code to GameTrailers will mean that the user has freely and affirmatively granted permission to GameTrailers to send text messages to him or her.
double optin sitesms method in response to print radio television internet or other promotional messages users will be directed to this site to start the registration process to start registration registration double promotional internet .,Double Opt-in (Site/SMS) Method:  In response to print radio television Internet or other promotional messages users will be directed to this Site to start the registration process.
gametrailers will then send a confirmation message to the user s designated number or wireless domain and will request from gametrailers to that the user confirm that he or she has agreed to receive messages from gametrailers .,GameTrailers will then send a "Confirmation" message to the user's designated wireless device and will request that the user confirm that he or she has agreed to receive messages from GameTrailers to that particular telephone number (or wireless domain name when appropriate).
the user must respond to the confirmation message with a text message that states yes or y serviceuntil the user is not registered for the specific wireless marketing service subject to the user s acceptance subject .,The user must respond to the "Confirmation" message with a text message that states "YES" or "Y" that will indicate the user's acceptance of GameTrailers' wireless marketing service.Until the user responds to the "Confirmation" message the user is not registered for the specific wireless marketing service subject to the Promotion.
gametrailers continues to offer gametrailers may choose wireless marketing service at any time and the user s response to the specific serviceiii may choose to terminate offering wireless wireless marketing serviceiii serviceiii continues to the confirmation .,A user may respond to the "Confirmation" message at any time provided that GameTrailers may choose to terminate offering wireless marketing service at any time and the user's response to the "Confirmation" is only valid if the response is received while GameTrailers continues to offer the specific wireless marketing service.iii.
double optin smssms method in response to print radio television internet or other promotional messages users will be directed to send a specific word or code via a text message to a designated number to register .,Double Opt-in (SMS/SMS) Method:  In response to print radio television Internet or other promotional messages users will be directed to send a specific word or code via a text message to a designated telephone number to register for the service promoted.
gametrailers will then send a confirmation message to the user s designated number or wireless domain and will request from gametrailers to that the user confirm that he or she has agreed to receive messages from gametrailers .,GameTrailers will then send a "Confirmation" message to the user's designated wireless device and will request that the user confirm that he or she has agreed to receive messages from GameTrailers to that particular telephone number (or wireless domain name when appropriate).
the user must respond to the confirmation message with a text message that states yes or y serviceuntil the user is not registered for the specific wireless marketing service subject to the user s acceptance subject .,The user must respond to the "Confirmation" message with a text message that states "YES" or "Y" that will indicate the user's acceptance of GameTrailers' wireless marketing service.Until the user responds to the "Confirmation" message the user is not registered for the specific wireless marketing service subject to the Promotion.
gametrailers continues to offer gametrailers of wireless wireless marketing servicebtermination of wireless services by user s response to offer that gametrailers may choose to terminate offering wireless marketing service at any time and the user s .,A user may respond to the "Confirmation" message at any time provided that GameTrailers may choose to terminate offering wireless marketing service at any time and the user's response to the "Confirmation" is only valid if the response is received while GameTrailers continues to offer the specific wireless marketing service.b.Termination of Wireless Services by User.
this may include your browser or operating system your manner of connecting you are using and the name of your internet service provider or wireless or wireless carrier wireless carrier carrier provider system provider .,This may include: your browser or operating system your manner of connecting to the Internet (including the type of device you are using) and the name of your Internet service provider or wireless carrier; your Internet protocol (IP) address; information about AOL Services that you used prior to registering with AOL; and data relating to malfunctions or problems occurring when you use AOL Services.
additionally we may collect information about other software on your device for the limited purpose of protecting your security or improving your online your online experience experience about other purpose on your or improving .,Additionally we may collect information about other software on your device for the limited purpose of protecting your security or improving your online experience.
aol information is used for purposes available in aol include to operate and improve the services available through aol available . the information were used for the aol available to operate that include it available .,Your AOL information is used for purposes that include:to operate and improve the Services available through AOL;to personalize the content and advertisements provided to you (including to present offers to you on behalf of business partners and advertisers);to fulfill your requests for products programs and services;to communicate with you and respond to your inquiries;to conduct research about your use of AOL; andto help offer you other products programs or services that may be of interest.AOL may use cookies web beacons or other technologies in combination with your AOL information to enhance and personalize your experience on AOL.AOL may use information about your use of certain communication tools (for example AOL e-mail or AOL Instant Messenger); however when you use AOL communication tools AOL does not read your private online communications without your consent.
aol policyyour aol information may be shared with sites address telephone purposesaol may share your aol information with third number screen name you have requested when we have your consent or as described in this privacy policyyour aol .,AOL does not rent or sell your AOL information (such as name address telephone number screen name and credit card information) to third parties for their marketing purposes.AOL may share your AOL information with third parties to provide products and services you have requested when we have your consent or as described in this Privacy Policy.Your AOL information may be shared with sites and services consistent with this Privacy Policy.
usedthe contents has a good faith belief that a crime has been or is being committed by an aol user that an emergency exists that poses a threat to the safety of you or another person when necessary either to protect the rights .,You have choices about how your AOL information is used.The contents of your online communications as well as other information about you as an AOL user may be accessed and disclosed under the following circumstances: in response to lawful governmental requests or legal process (for example a court order search warrant or subpoena) in other circumstances in which AOL has a good faith belief that a crime has been or is being committed by an AOL user that an emergency exists that poses a threat to the safety of you or another person when necessary either to protect the rights or property of AOL or for us to render the service you have requested.Please note that if you use AOL communications tools to disclose information about yourself publicly (for example in chat rooms or online message boards made available by AOL) others outside of AOL may obtain access to information you provide.AOL's offerings may include features or functionalities provided by third parties.
functionalities within aol provider services your browser may automatically send certain technical information to the third party provider technical technical information . the aol provider may automatically technical technical technical to the provider services .,In the process of providing such functionalities within AOL Services your browser may automatically send certain technical information to the third party provider.
advertisementsaol may use ad networks to customize servicesaol may use certain information about you as a user such as age zip code or other information we have collected or received with certain ad network and service providers to help them deliver more relevant content .,Your AOL information may be used for the presentation of advertisements.AOL may use ad networks to customize and display advertising on AOL Services.AOL may share certain information about you as a user (such as age zip code or other information we have collected or received) with certain ad network and service providers to help them deliver more relevant content and advertisements through their networks.
you can learn more about advertising on aol as well as how you can control the use of your aol information for such advertising information for advertising information . he advertising displayed on aol information in aol information .,You can learn more about advertising displayed on AOL as well as how you can control the use of your AOL information for such advertising.
these preferences do not apply to communications that are directly related to your more about your choices related to online services aol search and netscape isp for example may also offer you the ability to manage with aol from aol .,These preferences do not apply to communications that are directly related to your registration with AOL or the fulfillment of a specific transaction you have requested (for example a service advisory from AOL or an acknowledgment of a purchase order).Visit AOL Advertising Analytics and Privacy to learn more about your choices related to online advertising.Some AOL Services (AOL Search and Netscape ISP for example) may also offer you the ability to manage and control information collected or used when you use these services.
aol has established safeguards to help prevent unauthorized access to or misuse of your aol information but can not guarantee that your information will never be disclosed in a manner inconsistent with this privacy policy .,AOL has established safeguards to help prevent unauthorized access to or misuse of your AOL information but cannot guarantee that your information will never be disclosed in a manner inconsistent with this Privacy Policy (for example as a result of unauthorized acts by third parties that violate applicable law or AOL and its affiliated providers' policies).
granting access or making you may use your privacy and security we may use passwords and other technologies to register you and enable we may take advantage of aol services and before granting access .,To protect your privacy and security we may use passwords or other technologies to register or authenticate you and enable you to take advantage of AOL Services and before granting access or making corrections to your AOL information.
aol services are intended for a general audiencewe do not knowingly collect use or disclose personal information from children s online privacy act act under the age of without prior parental consent except as permitted personal information .,AOL Services are intended for a general audience.We do not knowingly collect use or disclose personal information from children under the age of 13 without prior parental consent except as permitted by the Children's Online Privacy Protection Act.
aol children s online privacyatt va emailfor va emailfor a list of the types of authorized third parties that may collect personal information through the aol services and that we may collect or stop your child s personal information .,By providing your consent in such circumstances you agree that your child may use all AOL Services and that we may collect use and disclose your child's personal information consistent with this privacy policy.If you have questions concerning our information practices with respect to children or if you would like to review have deleted or stop the further collection of your child's personal information you may contact us:By mail:AOL Children's Online PrivacyATT: H2A:H0922000 AOL WayDulles VA 20166-9302By phone: (888) 206-6088By emailFor a list of the types of authorized third parties that may collect personal information through the AOL Services please visit Advertising Analytics and Privacy.
truste s program requirements including transparency accountability and choice regarding the collection and use of your personal information and practices have been awarded truste s privacy seal signifying that this privacy policy and practices .,If you have any questions or concerns about the AOL Privacy Policy or its implementation you may contact us.AOL has been awarded TRUSTe's Privacy Seal signifying that this privacy policy and practices have been reviewed by TRUSTe for compliance with TRUSTe's program requirements including transparency accountability and choice regarding the collection and use of your personal information.
aol may update this privacy policy from time to time and so you should review this policy periodicallyif there are significant changes to aol s information practices you will be provided with appropriate information practices .,AOL may update this Privacy Policy from time to time and so you should review this Policy periodically.If there are significant changes to AOL's information practices you will be provided with appropriate online notice.
personal data and other information when you make a purchase use or register into our products and services take part in campaigns or research or otherwise interact interact with us otherwise with us research .,We collect your personal data and other information when you make a purchase use or register into our products and services take part in campaigns or research or otherwise interact with us.
settings location at the first power up may also be collecteduse of products and services when you access our services model and settings online our web servers automatically create records of your visit and services model .,Depending on your device model and settings device location at the time of the first power up may also be collected.Use of products and services When you access our services online our web servers automatically create records of your visit.
ipaddress access times the sites linked from pages visited the links and features used the content viewed or requested browser or application type language and other such informationsee also our cookie policyour applications may contact to check or to send us information relating to service usage .,These records typically include IP-address access times the sites linked from pages visited the links and features used the content viewed or requested browser or application type language and other such information.See also our Cookie policy.Our applications may contact our servers periodically for example to check for updates or to send us information relating to service usage.
join information is collected product and service improvement or research programs where detailed where detailed we may invite you to join voluntary product . detailed where service programs or research improvement where detailed collected product .,Additionally we may invite you to join voluntary product and service improvement or research programs where detailed information is collected.
passwords bank account number credit card details and other such financial informationwe also maintain records of your consents preferences and settings relating to for example data marketing and sharing of personal datayour transactions with us we maintain records .,See Supplements to this Policy for more details.Information you provide us with When you create an account make a purchase request services participate in research or campaigns or otherwise interact with us we may ask for information such as your name email address phone number street address user names and passwords feedback information relating to your devices age gender and language bank account number credit card details and other such financial information.We also maintain records of your consents preferences and settings relating to for example location data marketing and sharing of personal data.Your transactions with us We maintain records of your purchases downloads the content you have provided us with your requests agreements between you and Nokia the products and services provided to you payment and delivery details your contacts and communications and other interactions with us.
locationbased services locationbased services may involve exchanging your location data and unique device and mobile wifi or other network related identifiers with nokia technologies establish location through the use of satellite mobile wifi mobile wifi .,We may in accordance with applicable law record your communication with our customer care or with other such contact points.Positioning and Location data Location-based services establish location through the use of satellite mobile Wi-Fi or other network based positioning methods.These technologies may involve exchanging your location data and unique device and mobile Wi-Fi or other network related identifiers with Nokia.
microsoft operating system connect to both microsoft s and nokia serverswe positioning serverswe do not use this information to identify you personally without your consentwhen you use our location based services and routing or request for map and routing content .,Our products using Microsoft operating system connect to both Microsoft's and Nokia's positioning servers.We do not use this information to identify you personally without your consent.When you use our location based services and features for example location based search navigation and routing or request for map data your location data is sent to Nokia to serve you with the right content which may also include location based advertising.
nokia nokia nokia may process your personal data for the following purposes for the purposes purposes . nokia nokia is may process in personal data 's personal data . click here for all the latest data news .,Nokia may process your personal data for the following purposes.
